content,sentiment,score
Sucks,NEGATIVE,0.9982765913009644
I hate this app,NEGATIVE,0.9994760155677795
So they edited my photo and then kept it. Talk about a breach of privacy. Don't do it!!!!,NEGATIVE,0.9994852542877197
False advertising,NEGATIVE,0.9994644522666931
Good,POSITIVE,0.9984152317047119
"The entire advertising was based round being able to change yourself into an anime character but there is no option to do it. In addition, it's very laggy and slow",NEGATIVE,0.9995037317276001
Wrong,NEGATIVE,0.9980251789093018
Absolute trash app. It crashes every time I select a picture and exits to my home screen,NEGATIVE,0.9995052814483643
"does not do as advertised, and picture quality is bad. App keeps crashing.",NEGATIVE,0.9995075464248657
no hair (changes) options which is why i installed . uninstalling,NEGATIVE,0.9991525411605835
giodbjob,NEGATIVE,0.9772889018058777
It is no good No features like advertisement keeps stopping,NEGATIVE,0.9994994401931763
this app doesn't do what the add shows and what it does do is horrible I added a picture to edit and it made the screen black so there was no picture to edit and taking a new picture the things so faded you can barley see yourself,NEGATIVE,0.9995083808898926
Worst bait-n-switch ads on this worthless app.,NEGATIVE,0.9995030164718628
Does nothing. Zero stars isn't an option,NEGATIVE,0.9995038509368896
Super laggy and keeps kicking me off.,NEGATIVE,0.9995049238204956
"I downloaded it to check out hairstyles on a photo, but haven't opened it yet. Now ads are popping up, covering my screen. Twitter, Chrome, or even just on my phone. There's no source on the ads, no way to find out. But cause/effect. Malware scans found nothing. I expect ads when using an app that contains ads. I don't expect them to take over my screen when I haven't opened the app.",NEGATIVE,0.9994832277297974
It sucks because it doesn't even work,NEGATIVE,0.9995042085647583
There are so many annoying adds. Terrible experience and clunky user interface.,NEGATIVE,0.999505877494812
where is the teenage filter. to many adds,NEGATIVE,0.9868693947792053
Falsely advertised. It's just a photo filter app. Nothing more. Ads portrayed it as a photo animation app. There's no animation in this app at all.,NEGATIVE,0.9994984865188599
The app keeps stopping.,NEGATIVE,0.9995001554489136
don't work. stops,NEGATIVE,0.9994903802871704
it's not as advertised 6 thumbs down,NEGATIVE,0.99950110912323
Too soon to tell...,NEGATIVE,0.9956739544868469
nice app,POSITIVE,0.998537540435791
This app is garbage. The ad shows filters and features that don't exist and pop up ads happen while you are looking at the options and filters before you even take the first picture.,NEGATIVE,0.9995071887969971
All it does is change the color filter. It has nothing to do with hair like advertise,NEGATIVE,0.9994412064552307
so far so not so good,NEGATIVE,0.9986855387687683
Wouldn't even work kept crashing everytime I go to upload or take my pic,NEGATIVE,0.9995052814483643
Keeps ceashing,NEGATIVE,0.9993658661842346
Epic,POSITIVE,0.9976792931556702
not anime,NEGATIVE,0.9991158843040466
Garbage,NEGATIVE,0.9994198083877563
False advertisement Uninstall immediately,NEGATIVE,0.9993221759796143
Ads are a great big lie do not download.,NEGATIVE,0.9994675517082214
wow this is super cool easy to install and take pictures and videos beautiful,POSITIVE,0.9988351464271545
It so good you should try it,POSITIVE,0.9965762495994568
this app is nothing like the commercial says it's going to be somewhere I supposed to get turn to a cartoon or something attempt to aviator or that's just my picture without color there's nothing that that commercial about this app is telling the truth about nothing I really should have gave it a 1 I was just feeling generous and gave it a 2,NEGATIVE,0.9995123147964478
Deleted 2min after downloading...bs app!!!,NEGATIVE,0.9994829893112183
False advertising,NEGATIVE,0.9994644522666931
Trash not worthy of any stars.,NEGATIVE,0.9993579983711243
Trash 🗑️,NEGATIVE,0.9924415349960327
keeps closing,NEGATIVE,0.9985929131507874
can't find the teenage filter,NEGATIVE,0.9992782473564148
Ads whole not even using the app,NEGATIVE,0.9994875192642212
Scam taking over your phone with ads when you not using the app,NEGATIVE,0.9994822144508362
"I downloaded when I saw it on Facebook, I never even got to use it cus I had no time to but I started getting ads while using my phone on anything, as soon as I deleted this app I have nothing popping up on my screen anymore.",NEGATIVE,0.9995028972625732
Honestly the app is false advertising because ur advertising shows what's there but when downloaded its nothing like u advertise...Honestly I think it's click bait and u should do way better,NEGATIVE,0.9995063543319702
False advertising,NEGATIVE,0.9994644522666931
Doesn't work waste of 2 mins,NEGATIVE,0.9995015859603882
I don't know how I like it I just downloaded it give me a few minutes,NEGATIVE,0.9975390434265137
Lucky you have a star for performance otherwise I would give you a 0 star's,NEGATIVE,0.9995012283325195
Nothing like advertising..just regular filters,NEGATIVE,0.9988247752189636
the app kept stopping,NEGATIVE,0.9994900226593018
Horrible app. Too many adds and you can do most of everything on your own camera,NEGATIVE,0.9995052814483643
App keeps stopping.,NEGATIVE,0.9994946718215942
haven't actually tried it yet,NEGATIVE,0.9969966411590576
crashes when you try to do something with pic. uninstalled,NEGATIVE,0.999498724937439
Too many ads! 🤬 There are so many ads that this game is NOT enjoyable! You can't even press a button without an ad popping up! Uninstalling! 😡,NEGATIVE,0.999505877494812
lillyanna,POSITIVE,0.9894164204597473
I like this,POSITIVE,0.9988603591918945
Lots of good features!,POSITIVE,0.9986847043037415
No I don't like ads,NEGATIVE,0.9993374943733215
Liars!! this app does NOT artificially age your pictures,NEGATIVE,0.9895529747009277
Downloaded and it immediately said it crashed. I uninstalled.,NEGATIVE,0.999495267868042
Horrible app. The ad for it has nothing to do with its actual capabilities. Your phone already does more than this app can do for you.,NEGATIVE,0.9995046854019165
Useless app,NEGATIVE,0.999476969242096
It's a scam. The minute I installed it all these pop ups to meet women🤬😡🥵 First of all I am NOT AT ALL INTERESTED. I like🐓 One star is too many,NEGATIVE,0.9995079040527344
Cant find the age filter which was shown on the ad,NEGATIVE,0.9994818568229675
I hate this game 😡😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬,NEGATIVE,0.9992616772651672
"Far from ad , a lot of bugs too. Worthless",NEGATIVE,0.9994701743125916
"first time using, not responding....wonderful",NEGATIVE,0.9955495595932007
False advertising,NEGATIVE,0.9994644522666931
Does not have any of the features claimed in the commercial. Waste of time.,NEGATIVE,0.9995033740997314
"Only options appear to be color balance and smoothing, just has a bunch of silly names for the settings. There are better programs it there",NEGATIVE,0.9994930028915405
False advertising! you can not change your hair style. The camera app pre installed on most phones is way better than this!,NEGATIVE,0.9994470477104187
Basically just false advertising,NEGATIVE,0.9994992017745972
"All this is, is different colored filters. NOT AT ALL what the add said.",NEGATIVE,0.9994351267814636
it's a really great app and I just love doing my pictures and they really come out good.,POSITIVE,0.9989053010940552
it really good app free to download,POSITIVE,0.9985558390617371
Horrible!!!! Nothings but Ads!!!!,NEGATIVE,0.999487042427063
Not as described...very basic.,NEGATIVE,0.9994762539863586
I want to get hit in the head with a brick doesn't workkk at all,NEGATIVE,0.9994562268257141
dont download trash,NEGATIVE,0.9984937906265259
keeps closing on me. Tried it twice and the app doesn't work. waste of time. I disallow you to have access to my information since you failed to provide service of this app.,NEGATIVE,0.9995111227035522
Doesn't do anything it says it can!,NEGATIVE,0.9995038509368896
Blaaah!,NEGATIVE,0.9985927939414978
"Wow ! what a waste of time. This app is a dead end, I didn't want to give it 1 star that's being generous. I wish Google would get involved with app creators and make sure they are legit. I'm curious about the 5 star reviews .",NEGATIVE,0.999509334564209
Not as advertised,NEGATIVE,0.9994468092918396
first time I tried to use it it shut down,NEGATIVE,0.9995009899139404
it keeps kicking me out of the app,NEGATIVE,0.9994990825653076
False advertisement about features with filters. They had ads showing you can do things that you can't even remotely do. Perm blacklisted,NEGATIVE,0.9994871616363525
Doesn't do anything more than my phone's stock camera. False advertising. Downloaded to check out the teenage filter and it doesn't exist. Wish I could give zero stars,NEGATIVE,0.9995070695877075
dunno how to give the aged look,NEGATIVE,0.999263346195221
"Every time you click on a different filter you're watching an add. I can see after a few minutes, but every filter you tap on disappointing 😞",NEGATIVE,0.9995070695877075
sucks,NEGATIVE,0.9982099533081055
too many ads. too long,NEGATIVE,0.9994889497756958
Terrible,NEGATIVE,0.9994200468063354
Doesn't do what it's ad says it does.,NEGATIVE,0.999509334564209
👍👍👍,POSITIVE,0.9982661604881287
app keeps closing. unable to use,NEGATIVE,0.9995081424713135
fake,NEGATIVE,0.9986342787742615
love it.,POSITIVE,0.9988335967063904
Did not like,NEGATIVE,0.9993940591812134
cant even take a pic a ADS CONSTANTLY DONT WASTE TIME IT JUST POPS ADS,NEGATIVE,0.9994993209838867
EVERY click opens an ad you can't close. You have to close the app each time to close the ad because they won't close. Couldn't even check out a single feature. Not one. What a joke. Uninstalled.,NEGATIVE,0.9995074272155762
Suck!!,NEGATIVE,0.9984136819839478
It's false advertising! Ban this app!,NEGATIVE,0.999488115310669
False advertising,NEGATIVE,0.9994644522666931
not good,NEGATIVE,0.9994565844535828
"advertised as an age filter app. doesn't tell you how to do it, not even sure it does. not to mention touch any button, and it goes to 45 second ad every time",NEGATIVE,0.999510645866394
Timothy Phillipsburg,POSITIVE,0.9806784987449646
False advertising,NEGATIVE,0.9994644522666931
Doesn't do what the advertisement shows so it's completely bull!!!! 😡,NEGATIVE,0.9994964599609375
Can't even use the app because there is an ad every 5 seconds. Very disappointed in this app!!,NEGATIVE,0.9995098114013672
first time I used it crashed,NEGATIVE,0.9994811415672302
No way to turn to face me,NEGATIVE,0.9994800686836243
This app sucks,NEGATIVE,0.9994864463806152
Misleading advertisement for this app.,NEGATIVE,0.9994949102401733
kept stopping on me,NEGATIVE,0.9994310736656189
excellent,POSITIVE,0.998656153678894
Easy to be bright 😜,POSITIVE,0.9985150694847107
DONT INSTALL THIS JUNK APP!!! The play store needs to remove and ban this app for false advertising just like most of the apps that show ads. 100% deception and I'll look if filing a complaint is possible.,NEGATIVE,0.999500036239624
Does not work as advertized.,NEGATIVE,0.9995080232620239
Has not used it yet. I hate reviewing something I never used.,NEGATIVE,0.999495267868042
The add lied and I'm soo dam pissed,NEGATIVE,0.9994701743125916
Lies lies and false information. Where's the hairstyles ?,NEGATIVE,0.9994788765907288
got me by fake ad,NEGATIVE,0.9986182451248169
It is nothing like the add,POSITIVE,0.997494101524353
"It's a scam app. As soon as I declined to give it access to my pictures and videos, it kicked me out of the app. I have uninstalled.",NEGATIVE,0.9995008707046509
False advertising. Standard camera is better.,NEGATIVE,0.9992421865463257
it sucks,NEGATIVE,0.9994688630104065
vjv,NEGATIVE,0.5057658553123474
ok,NEGATIVE,0.9935387969017029
Took my first picture and loved the way the picture was so perfect,POSITIVE,0.9987369179725647
Doesn't work,NEGATIVE,0.9994957447052002
ok,NEGATIVE,0.9935387969017029
keeps stopping,NEGATIVE,0.9988600015640259
Fake ads,NEGATIVE,0.9993780851364136
it's good 😃😃,POSITIVE,0.9984777569770813
Like,POSITIVE,0.9969191551208496
"Terrible. LITERALLY every filter i chose it went to an advertisement. After four advertisements from four different filters, I uninstalled it. Couldn't even get a good sample without them trying to force you to purchase the ad-free version. Im good",NEGATIVE,0.9995005130767822
Cool,POSITIVE,0.9969148635864258
doesn't work,NEGATIVE,0.9994888305664062
it's kinda difficult to use.confusing,NEGATIVE,0.999496340751648
the goat,NEGATIVE,0.9934409260749817
Couldn't get it to work,NEGATIVE,0.9994996786117554
SCAM,NEGATIVE,0.9992651343345642
it was a good game for me,POSITIVE,0.9988722205162048
Not what advertised. There is no teenage filter.,NEGATIVE,0.9994780421257019
I would join us at very much,POSITIVE,0.9986807703971863
it's pretty,POSITIVE,0.9980904459953308
as soon as I used it the app stopped working I only got thru taking my picture.,NEGATIVE,0.9995050430297852
it's dull and false advertising for the filter To make you look young,NEGATIVE,0.9995025396347046
I like this camera,POSITIVE,0.9988821148872375
Never seen any option for changing your age on an image. False advertising. Waste of a download.,NEGATIVE,0.9994931221008301
"This app sucks because the ads that I got about this game looked cool, but when I downloaded it, I gave it a try, and the cool stuff that I thought would be there wasn't. Do not get this trashy app it's not worth it.",NEGATIVE,0.999510645866394
Terrible !!!!!,NEGATIVE,0.9994357228279114
great,POSITIVE,0.9985584616661072
"just downloaded this app, let's just say ""lots of fun!""",POSITIVE,0.9986987113952637
Spam,NEGATIVE,0.9992450475692749
It keeps stopping.,NEGATIVE,0.9994627833366394
this ap sucks it keeps freezing,NEGATIVE,0.9994983673095703
Angela Brown 10,POSITIVE,0.9975773692131042
"So you can take a picture. Where is the options to change the picture like hair? Every button I have hit had nothing to do with that, just changing hue values",NEGATIVE,0.9994462132453918
just read,POSITIVE,0.9938381314277649
i luv it,POSITIVE,0.9988273978233337
Awful!!! Downloads a hijacker and jumps to internet randomly for ads...ZERO STARS!!!!,NEGATIVE,0.999498724937439
False advertisement please delete app,NEGATIVE,0.9994552731513977
Crashes constantly,NEGATIVE,0.9994650483131409
Does not do what it says,NEGATIVE,0.999496340751648
Too many ads,NEGATIVE,0.9994449019432068
Sucks you can't get passed the picture screen waste of time,NEGATIVE,0.9994553923606873
False advertising.,NEGATIVE,0.9994768500328064
"you can take a pic and change the color of it. like Black and white, and all the other shades. THAT'S it.",POSITIVE,0.9366397857666016
won't work,NEGATIVE,0.9994798302650452
app doesn't work,NEGATIVE,0.9994947910308838
I don't want public anything,NEGATIVE,0.9982025623321533
This app is falsely advertised. It doesn't have the features it claims to have in its advertisements. It's just a color filter app. Deceptive advertising to get installs is 1-star worthy. Do better.,NEGATIVE,0.9995077848434448
cool for me to make,POSITIVE,0.9959855675697327
"False advertising smh, go find your dad",NEGATIVE,0.9994851350784302
Great stuff,POSITIVE,0.9987282156944275
"Ad is very misleading, shows features that do NOT exist. Is full of ads. Avoid",NEGATIVE,0.999504804611206
if I could give it 0 I would.,NEGATIVE,0.9994951486587524
Didn't find this app to reveal anything but basic editing & smiley faces. Uninstalled.,NEGATIVE,0.9995054006576538
Absolutely terrible,NEGATIVE,0.9994698166847229
Horrible. Scam,NEGATIVE,0.9994805455207825
Keeps stopping,NEGATIVE,0.998608410358429
False advertising. They have no options they they show in the adds.,NEGATIVE,0.9995013475418091
nice app,POSITIVE,0.998537540435791
it's quit working as soon as I took a picture,NEGATIVE,0.999500036239624
It was so cute.,POSITIVE,0.9985356330871582
Horrible,NEGATIVE,0.999446451663971
not as advertised.,NEGATIVE,0.999488353729248
"Every time I took a pic of myself to try it, it went back to the open app page. I uninstalled it.",NEGATIVE,0.9995077848434448
App keeps stopping.,NEGATIVE,0.9994946718215942
Saw an ad saying you could try different hairstyles on your photo to see how they look on you and I installed it and all it's is is a camera app with very limited features. Uninstalling....,NEGATIVE,0.9995105266571045
black screen,NEGATIVE,0.9967404007911682
"Terrible. Advertised doing advanced picture editing, but all it does it minimal tone changing editing. Doesn't do the ""teenage filter"" like Advertised and that's the only reason I downloaded so I will delete! You should get a 0 for lying. False advertisement.",NEGATIVE,0.9995086193084717
JUNK UNINSTALLED,NEGATIVE,0.9963507652282715
Don't waist your time with this app,NEGATIVE,0.9994760155677795
It doesn't do what it is advertising. It only takes still pictures with filters. Stupid and a waste of my life!,NEGATIVE,0.9995046854019165
Nothing like it shows it can do at all. My camera has same filters that this app does. Waste of time.,NEGATIVE,0.9994932413101196
Crashed,NEGATIVE,0.9985625147819519
No better than the camera that comes with any phone.,NEGATIVE,0.9993280172348022
False advertising,NEGATIVE,0.9994644522666931
Free Movies to Watch this APP On your APP,POSITIVE,0.9949641227722168
"It said You could try different hairstyles on yourself, but it only takes pics.",NEGATIVE,0.9984622001647949
It helps.,POSITIVE,0.9945130348205566
"The pop up ads are terrible. They would come in when I wasn't in the app. It would close the window of what you're doing, and open up a web browser ad. Thought my phone had a virus🤦🏿‍♀️",NEGATIVE,0.9994946718215942
pretty good so far,POSITIVE,0.9987510442733765
i like this,POSITIVE,0.9988210797309875
App keeps crashing,NEGATIVE,0.9994887113571167
I HATE YOUR APP! I hate it because when I take a photo of myself and press the check it just kicks me out! Like wth!? Do better and STOP making fake ads.,NEGATIVE,0.9995014667510986
False advertising. I saw an ad for this regarding making a keyboard so I thought I could use this to make cool keyboards. Nope. It's just a camera and one that doesn't do anything. What a waste of my time.,NEGATIVE,0.999504566192627
A fake advertisement,NEGATIVE,0.9994760155677795
home,POSITIVE,0.9919512271881104
Terrible,NEGATIVE,0.9994200468063354
Bs...,POSITIVE,0.9193833470344543
"Never opened the app, planned on doing do when I had free time. Since download, ads opening in browser from cleared phone. I also had pop up ads with sound open from ""Settings."" Once i deleted the app, these issues ceased to exist.",NEGATIVE,0.9994034767150879
You get random pop up adds when your not even in the stupid app i thought i had a virus or somthing but no its this stupid app i dont evrn know why i need you,NEGATIVE,0.9995014667510986
It's just a camera app. No hairstyles whatsoever,NEGATIVE,0.9994753003120422
Stupid App Don't install it,NEGATIVE,0.9994993209838867
Doesn't work,NEGATIVE,0.9994957447052002
Liars I is just a camera,NEGATIVE,0.9968947172164917
it does not work,NEGATIVE,0.9994935989379883
It told me not to waste my time with this app,NEGATIVE,0.9994669556617737
"I saw an ad on social media about the ways to edit a picture, after I downloaded the app, found out that it didn't have any of the features shown in the ad. Waste of time.",NEGATIVE,0.9995039701461792
Wouldn't even launch on a Pixel 6.,NEGATIVE,0.9994863271713257
Awful app...was causing random ads and internet pages to pop up on my phone at all times.,NEGATIVE,0.9995032548904419
Nothing happened. It wasn't working at all,NEGATIVE,0.9995075464248657
sucks,NEGATIVE,0.9982099533081055
doesn't deliver as advertised 😒,NEGATIVE,0.999470055103302
doesn't work,NEGATIVE,0.9994888305664062
it's amazing,POSITIVE,0.9985857009887695
"I downloaded this app, and uninstalled it within 30 seconds... that's how ridiculous the adds are.",NEGATIVE,0.9995044469833374
WOW,POSITIVE,0.9951465725898743
It just don't work like what,NEGATIVE,0.9994025230407715
crashes,NEGATIVE,0.9989175796508789
It does not do as advertised. Don't waste your time.,NEGATIVE,0.9995063543319702
M 8 w f 1,NEGATIVE,0.9620835185050964
Terrible don't waste your time.,NEGATIVE,0.9994997978210449
Not good wasn't anything like it was described,NEGATIVE,0.9994978904724121
kept stopping,NEGATIVE,0.9994533658027649
Worst App ever. Read reviews. Do not install 😒 👎,NEGATIVE,0.9994970560073853
the best chromacam app I have found I strongly suggest app,POSITIVE,0.9988095760345459
Hard to work,POSITIVE,0.9961839318275452
This app is nothing like the ad,NEGATIVE,0.9988089799880981
"I installed the app just so that i can give it a 1 star rating, then immediately uninstalled, with their false advertisements",NEGATIVE,0.9995089769363403
crashed on 1st use.,NEGATIVE,0.9994878768920898
BS add,NEGATIVE,0.9982535243034363
I was wanting to animate photos as an ad showed... but that's not actually an option!,NEGATIVE,0.9980443716049194
Nothing like the ad,NEGATIVE,0.9971181154251099
it's really bad,NEGATIVE,0.9994636178016663
App make sence i download to see the backyard and it a cool camera! Ii,POSITIVE,0.9987762570381165
blk,NEGATIVE,0.9983308911323547
Not worth one star. False advertising - no hairstyles to experiment with. App forced to close immediately after I installed it.,NEGATIVE,0.9995079040527344
C'mon man! Or whoa man. Too much trickery and deception.,NEGATIVE,0.999249279499054
good,POSITIVE,0.9985306262969971
sucks,NEGATIVE,0.9982099533081055
It did not advertise it . It was very misleading It said that it was a age app unit was not.,NEGATIVE,0.999504804611206
False advertisement does not do what it says,NEGATIVE,0.9995020627975464
keeps stopping,NEGATIVE,0.9988600015640259
False advertisement. Okay so I can take a picture and change the filter. But I can do that with My original camera on My phone . No directions on how to even use the app . And also you can not erase things in the background and make it like it's not even there . Most definitely this app is a good idea if only it was real and worked as it is advertised ...will be uninstalling immediately,NEGATIVE,0.9994999170303345
"THIS IS THE WORST APP EVER! I was randomly getting ads while doing things on my phone that wouldn't normally have ads. I once got an ad in the Signal app. It has no ads. I got an add on my home screen. I was watching a YouTube video, the player went small into the bottom corner of my screen, and a blue spinning Circle was over my home screen. Eventually an ad like you see in other free ad-supported apps popped up. I had to use pop-up ad detector to figure out this was the rogue app!",NEGATIVE,0.9995043277740479
volt,NEGATIVE,0.967176616191864
No instruction doesn't give you hair styles to try with a photo of your face. Just collects photo and says they'll use it if you rate them....really?,NEGATIVE,0.9994932413101196
App keeps stopping...,NEGATIVE,0.9994832277297974
No instructions to use...advertises things it does not do.,NEGATIVE,0.999496579170227
So cool,POSITIVE,0.9977915287017822
cool,POSITIVE,0.9961703419685364
Nice app,POSITIVE,0.9985741376876831
"I was disappointed because I couldn't change my hair color. Oh, well....",NEGATIVE,0.9979779124259949
kept stopping,NEGATIVE,0.9994533658027649
keeps losing,NEGATIVE,0.9994314312934875
Typical cell cam,NEGATIVE,0.9979245662689209
good,POSITIVE,0.9985306262969971
it's going to be awesome,POSITIVE,0.997960090637207
"I didn't want to give this any stars but I had to , to post. I can't even give this any stars downloaded to see different hairstyles non-existent! It is just a filter and a bad one at that. You can't even save any of the photos you put a filter on. Just a poor app all the way around.",NEGATIVE,0.999508261680603
"Terrible app.. was looking for different hair styles ECT , this has NONE of that..",NEGATIVE,0.9995079040527344
Screwed up all the time so Uninstalled!!! Waste of time!,NEGATIVE,0.999494194984436
"False advertisement again! No hairstyle as was presented. Uninstaller right away. Don't even waste your time, guys, by installing this app",NEGATIVE,0.9995075464248657
Not what is advertised saw it to try on different hair styles and it sent me to this and then it crashes,NEGATIVE,0.9994995594024658
no instructions,NEGATIVE,0.9985472559928894
LIARS! FALSE ADVERTISING! Did this for the hairstyles. Ad says I can use this app to try different hairstyles on. Its just a filter. You cant try any hairstyles. Uninstalled,NEGATIVE,0.9995021820068359
I unintalled without wasting my time after seeing the helpful reviews,NEGATIVE,0.9994788765907288
DO NOT DOWNLOAD THIS APP!!IT IS A HORRIBLE APP!! I had no idea what was causing so many pop-ups on my phone! Random Websites opening even while I was doing nothing on my phone and it was on home screen. I had to go to my local store to have then fix the issue and it took forever until finally we went through the apps and saw this app was downloaded most recently. We got rid of it and BOOM problem solved!! Do not risk it!,NEGATIVE,0.9994999170303345
keeps stopping!,NEGATIVE,0.998916745185852
Takes your picture but has no hairstyles at all that i can see.,NEGATIVE,0.9994812607765198
it doesn't do anything like it claims,NEGATIVE,0.9995052814483643
Good,POSITIVE,0.9984152317047119
I love it,POSITIVE,0.998829185962677
It's fake and It rips you off,NEGATIVE,0.9994814991950989
False advertising! I'd give it a zero if I could,NEGATIVE,0.9994945526123047
Doesn't work,NEGATIVE,0.9994957447052002
not working,NEGATIVE,0.9994913339614868
app keeps stopping,NEGATIVE,0.9994844198226929
"love,it,grls,and,Boys",POSITIVE,0.9986506104469299
"False, fake unstable, it's just a picture editor that keeps closing unexpectedly",NEGATIVE,0.9994733929634094
keeps stopping,NEGATIVE,0.9988600015640259
Doesn't really works well,NEGATIVE,0.999473512172699
Made fakes ada just to get you to install lol,NEGATIVE,0.9921793937683105
keeps closing had to uninstall,NEGATIVE,0.9994658827781677
Soooooo bad. Delete!!!,NEGATIVE,0.9994850158691406
What kind of garbage is this?,NEGATIVE,0.9994732737541199
Just a camera. Doesn't do what the ad showed at all,NEGATIVE,0.9995081424713135
This did absolutely nothing useful. It was so useless I worry that it slipped a bug on my phone.,NEGATIVE,0.9994946718215942
terrible app! it keeps crashing and it's hard to figure out even how to use it!,NEGATIVE,0.9995105266571045
This is stupid,NEGATIVE,0.9994662404060364
keeps closing,NEGATIVE,0.9985929131507874
Never actually used the app after I downloaded it but thanks to the popup ad detector I've learned that these scumbags are sending pop up ads to my phone. Uninstall immediately.,NEGATIVE,0.999503493309021
the app stopped working as soon as I clicked on my picture to select. So far I wouldn't even give it a one,NEGATIVE,0.9995096921920776
excellent,POSITIVE,0.998656153678894
Doesn't work,NEGATIVE,0.9994957447052002
won't run,NEGATIVE,0.9989181756973267
sucks,NEGATIVE,0.9982099533081055
fun,POSITIVE,0.9987221360206604
